order,file_path,thumbnail,capture_uuid,page_uri,book_uri,source_rotated,width,height,source_x,source_y,source_w,source_h
665,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$666/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$666/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-665,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n665,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4545,0,0,3704,4545
666,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$667/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$667/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-666,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n666,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3552,4548,0,0,3552,4548
667,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$668/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$668/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-667,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n667,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3688,4544,0,0,3688,4544
668,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$669/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$669/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-668,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n668,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3536,4546,0,0,3536,4546
669,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$670/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$670/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-669,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n669,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
670,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$671/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$671/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-670,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n670,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3568,4547,0,0,3568,4547
671,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$672/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$672/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-671,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n671,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
672,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$673/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$673/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-672,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n672,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3568,4548,0,0,3568,4548
673,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$674/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$674/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-673,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n673,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4545,0,0,3712,4545
674,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$675/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$675/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-674,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n674,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3592,4545,0,0,3592,4545
675,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$676/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$676/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-675,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n675,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
676,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$677/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$677/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-676,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n676,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3600,4551,0,0,3600,4551
677,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$678/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$678/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-677,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n677,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4545,0,0,3704,4545
678,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$679/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$679/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-678,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n678,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3584,4551,0,0,3584,4551
679,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$680/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$680/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-679,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n679,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4550,0,0,3712,4550
680,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$681/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$681/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-680,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n680,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3592,4550,0,0,3592,4550
681,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$682/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$682/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-681,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n681,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4544,0,0,3704,4544
682,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$683/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$683/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-682,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n682,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3584,4548,0,0,3584,4548
683,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$684/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$684/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-683,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n683,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4543,0,0,3704,4543
684,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$685/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$685/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-684,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n684,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3488,4546,0,0,3488,4546
685,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$686/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$686/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-685,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n685,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3688,4543,0,0,3688,4543
686,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$687/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$687/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-686,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n686,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3688,4548,0,0,3688,4548
687,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$688/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$688/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-687,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n687,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4542,0,0,3720,4542
688,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$689/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$689/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-688,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n688,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
689,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$690/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$690/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-689,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n689,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4542,0,0,3720,4542
690,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$691/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$691/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-690,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n690,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
691,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$692/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$692/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-691,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n691,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
692,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$693/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$693/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-692,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n692,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4547,0,0,3720,4547
693,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$694/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$694/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-693,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n693,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
694,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$695/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$695/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-694,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n694,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4550,0,0,3720,4550
695,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$696/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$696/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-695,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n695,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
696,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$697/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$697/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-696,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n696,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4547,0,0,3712,4547
697,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$698/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$698/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-697,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n697,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
698,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$699/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$699/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-698,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n698,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3569,4548,0,0,3569,4548
699,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$700/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$700/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-699,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n699,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4543,0,0,3720,4543
700,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$701/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$701/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-700,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n700,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4547,0,0,3720,4547
701,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$702/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$702/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-701,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n701,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
702,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$703/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$703/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-702,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n702,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3573,4547,0,0,3573,4547
703,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$704/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$704/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-703,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n703,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4545,0,0,3704,4545
704,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$705/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$705/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-704,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n704,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4551,0,0,3704,4551
705,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$706/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$706/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-705,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n705,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3728,4542,0,0,3728,4542
706,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$707/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$707/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-706,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n706,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3728,4545,0,0,3728,4545
707,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$708/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$708/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-707,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n707,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4542,0,0,3712,4542
708,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$709/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$709/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-708,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n708,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3570,4548,0,0,3570,4548
709,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$710/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$710/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-709,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n709,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6990,4552,0,0,6990,4552
710,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$711/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$711/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-710,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n710,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
711,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$712/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$712/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-711,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n711,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3566,4546,0,0,3566,4546
712,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$713/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$713/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-712,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n712,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4545,0,0,3712,4545
713,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$714/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$714/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-713,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n713,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3570,4548,0,0,3570,4548
714,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$715/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$715/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-714,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n714,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4543,0,0,3720,4543
715,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$716/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$716/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-715,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n715,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3578,4546,0,0,3578,4546
716,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$717/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$717/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-716,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n716,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
717,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$718/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$718/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-717,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n717,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3572,4548,0,0,3572,4548
718,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$719/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$719/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-718,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n718,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3728,4545,0,0,3728,4545
719,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$720/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$720/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-719,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n719,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3580,4550,0,0,3580,4550
720,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$721/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$721/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-720,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n720,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
721,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$722/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$722/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-721,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n721,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3570,4548,0,0,3570,4548
722,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$723/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$723/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-722,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n722,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
723,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$724/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$724/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-723,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n723,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3574,4545,0,0,3574,4545
724,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$725/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$725/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-724,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n724,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
725,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$726/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$726/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-725,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n725,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3576,4550,0,0,3576,4550
726,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$727/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$727/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-726,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n726,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4542,0,0,3712,4542
727,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$728/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$728/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-727,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n727,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3568,4546,0,0,3568,4546
