order,file_path,thumbnail,capture_uuid,page_uri,book_uri,source_rotated,width,height,source_x,source_y,source_w,source_h
0,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$1/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$1/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-0,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n0,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6702,4567,0,0,6702,4567
1,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$2/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$2/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-1,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n1,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6693,4561,0,0,6693,4561
2,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$3/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$3/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-2,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n2,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6706,4566,0,0,6706,4566
3,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$4/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$4/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-3,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n3,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6695,4570,0,0,6695,4570
4,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$5/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$5/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-4,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n4,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6694,4560,0,0,6694,4560
5,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$6/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$6/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-5,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n5,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,6698,4559,0,0,6698,4559
6,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$7/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$7/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-6,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n6,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4546,0,0,3712,4546
7,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$8/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$8/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-7,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n7,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3563,4553,0,0,3563,4553
8,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$9/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$9/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-8,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n8,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4547,0,0,3704,4547
9,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$10/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$10/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-9,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n9,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4550,0,0,3704,4550
10,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$11/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$11/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-10,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n10,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4549,0,0,3712,4549
11,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$12/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$12/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-11,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n11,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3567,4553,0,0,3567,4553
12,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$13/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$13/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-12,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n12,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
13,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$14/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$14/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-13,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n13,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3571,4548,0,0,3571,4548
14,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$15/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$15/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-14,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n14,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4543,0,0,3712,4543
15,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$16/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$16/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-15,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n15,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4547,0,0,3712,4547
16,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$17/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$17/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-16,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n16,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
17,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$18/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$18/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-17,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n17,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
18,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$19/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$19/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-18,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n18,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4543,0,0,3712,4543
19,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$20/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$20/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-19,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n19,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4545,0,0,3712,4545
20,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$21/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$21/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-20,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n20,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
21,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$22/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$22/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-21,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n21,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3567,4548,0,0,3567,4548
22,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$23/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$23/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-22,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n22,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4547,0,0,3720,4547
23,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$24/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$24/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-23,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n23,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4549,0,0,3720,4549
24,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$25/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$25/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-24,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n24,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
25,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$26/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$26/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-25,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n25,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4548,0,0,3712,4548
26,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$27/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$27/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-26,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n26,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
27,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$28/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$28/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-27,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n27,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3571,4552,0,0,3571,4552
28,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$29/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$29/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-28,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n28,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3696,4549,0,0,3696,4549
29,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$30/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$30/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-29,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n29,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3696,4555,0,0,3696,4555
30,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$31/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$31/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-30,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n30,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4546,0,0,3704,4546
31,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$32/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$32/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-31,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n31,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3704,4552,0,0,3704,4552
32,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$33/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$33/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-32,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n32,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4549,0,0,3712,4549
33,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$34/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$34/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-33,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n33,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4556,0,0,3712,4556
34,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$35/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$35/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-34,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n34,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4548,0,0,3720,4548
35,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$36/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$36/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-35,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n35,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4549,0,0,3720,4549
36,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$37/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$37/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-36,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n36,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4546,0,0,3712,4546
37,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$38/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$38/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-37,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n37,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4551,0,0,3712,4551
38,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$39/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$39/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-38,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n38,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4548,0,0,3712,4548
39,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$40/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$40/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-39,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n39,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4551,0,0,3712,4551
40,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$41/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$41/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-40,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n40,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
41,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$42/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$42/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-41,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n41,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
42,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$43/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$43/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-42,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n42,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
43,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$44/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$44/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-43,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n43,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4547,0,0,3712,4547
44,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$45/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$45/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-44,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n44,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
45,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$46/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$46/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-45,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n45,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4549,0,0,3720,4549
46,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$47/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$47/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-46,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n46,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
47,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$48/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$48/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-47,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n47,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4551,0,0,3712,4551
48,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$49/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$49/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-48,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n48,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3696,4546,0,0,3696,4546
49,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$50/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$50/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-49,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n49,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3696,4551,0,0,3696,4551
50,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$51/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$51/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-50,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n50,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4545,0,0,3712,4545
51,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$52/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$52/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-51,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n51,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3560,4550,0,0,3560,4550
52,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$53/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$53/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-52,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n52,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4545,0,0,3720,4545
53,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$54/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$54/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-53,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n53,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3566,4545,0,0,3566,4545
54,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$55/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$55/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-54,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n54,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
55,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$56/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$56/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-55,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n55,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4546,0,0,3720,4546
56,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$57/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$57/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-56,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n56,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4544,0,0,3712,4544
57,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$58/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$58/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-57,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n57,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3555,4548,0,0,3555,4548
58,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$59/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$59/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-58,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n58,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4544,0,0,3720,4544
59,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$60/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$60/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-59,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n59,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3572,4548,0,0,3572,4548
60,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$61/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$61/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-60,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n60,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3712,4548,0,0,3712,4548
61,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$62/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$62/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-61,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n61,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3561,4554,0,0,3561,4554
62,"https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$63/full/1500,/0/default.jpg","https://iiif.archivelab.org/iiif/NYC_Marriage_Index_Manhattan_1908$63/full/100,100/0/default.jpg",NYC_Marriage_Index_Manhattan_1908-62,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908#page/n62,https://archive.org/details/NYC_Marriage_Index_Manhattan_1908,0.0,3720,4547,0,0,3720,4547
